,Department,Department_n,salary,salary_n
1203,management,4,high,0
1204,IT,0,low,1
1205,IT,0,medium,2
1206,IT,0,medium,2
1207,IT,0,medium,2
1208,IT,0,medium,2
1209,product_mng,6,low,1
1210,product_mng,6,low,1
1211,product_mng,6,low,1
1212,product_mng,6,low,1
1213,IT,0,low,1
1214,IT,0,low,1
1215,IT,0,low,1
1216,IT,0,low,1
1217,RandD,1,low,1
1218,RandD,1,low,1
1219,RandD,1,low,1
1220,marketing,5,low,1
1221,sales,7,low,1
1222,accounting,2,low,1
1223,support,8,low,1
1224,technical,9,low,1
1225,management,4,low,1
1226,marketing,5,low,1
1227,marketing,5,low,1
1228,marketing,5,low,1
1229,sales,7,low,1
1230,sales,7,medium,2
1231,sales,7,medium,2
1232,sales,7,medium,2
1233,sales,7,medium,2
1234,sales,7,medium,2
1235,sales,7,medium,2
1236,sales,7,medium,2
1237,sales,7,medium,2
1238,sales,7,medium,2
1239,sales,7,medium,2
1240,sales,7,medium,2
1241,sales,7,medium,2
1242,sales,7,high,0
1243,sales,7,low,1
1244,sales,7,medium,2
1245,sales,7,medium,2
1246,sales,7,medium,2
1247,sales,7,medium,2
1248,accounting,2,low,1
1249,accounting,2,low,1
1250,accounting,2,low,1
1251,hr,3,low,1
1252,hr,3,low,1
1253,hr,3,low,1
1254,hr,3,low,1
1255,technical,9,low,1
1256,technical,9,low,1
1257,technical,9,low,1
1258,technical,9,low,1
1259,technical,9,low,1
1260,technical,9,low,1
1261,technical,9,low,1
1262,technical,9,low,1
1263,technical,9,low,1
1264,technical,9,low,1
1265,technical,9,low,1
1266,support,8,low,1
1267,support,8,low,1
1268,support,8,low,1
1269,support,8,medium,2
1270,support,8,medium,2
1271,support,8,medium,2
1272,support,8,medium,2
1273,support,8,medium,2
1274,support,8,medium,2
1275,support,8,medium,2
1276,support,8,medium,2
1277,technical,9,medium,2
1278,technical,9,medium,2
1279,technical,9,medium,2
1280,management,4,medium,2
1281,IT,0,high,0
1282,IT,0,low,1
1283,IT,0,medium,2
1284,IT,0,medium,2
1285,IT,0,medium,2
1286,product_mng,6,medium,2
1287,product_mng,6,low,1
1288,product_mng,6,low,1
1289,product_mng,6,low,1
1290,IT,0,low,1
1291,RandD,1,low,1
1292,RandD,1,low,1
1293,RandD,1,low,1
1294,RandD,1,low,1
1295,RandD,1,low,1
1296,RandD,1,low,1
1297,marketing,5,low,1
1298,sales,7,low,1
1299,accounting,2,low,1
1300,support,8,low,1
1301,technical,9,low,1
1302,management,4,low,1
1303,marketing,5,low,1
1304,marketing,5,low,1
1305,marketing,5,low,1
1306,sales,7,low,1
1307,sales,7,low,1
1308,sales,7,medium,2
1309,sales,7,medium,2
1310,sales,7,medium,2
1311,sales,7,medium,2
1312,sales,7,medium,2
1313,sales,7,medium,2
1314,sales,7,medium,2
1315,sales,7,medium,2
1316,sales,7,medium,2
1317,sales,7,medium,2
1318,sales,7,medium,2
1319,sales,7,medium,2
1320,sales,7,high,0
1321,sales,7,low,1
1322,sales,7,medium,2
1323,sales,7,medium,2
1324,sales,7,medium,2
1325,accounting,2,medium,2
1326,accounting,2,low,1
1327,accounting,2,low,1
1328,hr,3,low,1
1329,hr,3,low,1
1330,hr,3,low,1
1331,hr,3,low,1
1332,technical,9,low,1
1333,technical,9,low,1
1334,technical,9,low,1
1335,technical,9,low,1
1336,technical,9,low,1
1337,technical,9,low,1
1338,technical,9,low,1
1339,technical,9,low,1
1340,technical,9,low,1
1341,technical,9,low,1
1342,technical,9,low,1
1343,support,8,low,1
1344,support,8,low,1
1345,support,8,low,1
1346,support,8,low,1
1347,support,8,medium,2
1348,support,8,medium,2
1349,support,8,medium,2
1350,support,8,medium,2
1351,support,8,medium,2
1352,support,8,medium,2
1353,support,8,medium,2
1354,technical,9,medium,2
1355,technical,9,medium,2
1356,technical,9,medium,2
1357,management,4,medium,2
1358,IT,0,medium,2
1359,IT,0,high,0
1360,IT,0,low,1
1361,IT,0,medium,2
1362,IT,0,medium,2
1363,product_mng,6,medium,2
1364,product_mng,6,medium,2
1365,product_mng,6,low,1
1366,product_mng,6,low,1
1367,IT,0,low,1
1368,RandD,1,low,1
1369,RandD,1,low,1
1370,RandD,1,low,1
1371,RandD,1,low,1
1372,RandD,1,low,1
1373,RandD,1,low,1
1374,marketing,5,low,1
1375,sales,7,low,1
1376,accounting,2,low,1
1377,support,8,low,1
1378,technical,9,low,1
1379,management,4,low,1
1380,marketing,5,low,1
1381,marketing,5,low,1
1382,marketing,5,low,1
1383,sales,7,low,1
1384,sales,7,low,1
1385,sales,7,low,1
1386,sales,7,medium,2
1387,sales,7,medium,2
1388,sales,7,medium,2
1389,sales,7,medium,2
1390,sales,7,medium,2
1391,sales,7,medium,2
1392,sales,7,medium,2
1393,sales,7,medium,2
1394,sales,7,medium,2
1395,sales,7,medium,2
1396,sales,7,medium,2
1397,sales,7,medium,2
1398,sales,7,high,0
1399,sales,7,low,1
1400,sales,7,medium,2
1401,sales,7,medium,2
1402,accounting,2,medium,2
1403,accounting,2,medium,2
1404,accounting,2,low,1
1405,hr,3,low,1
1406,hr,3,low,1
1407,hr,3,low,1
1408,hr,3,low,1
1409,technical,9,low,1
1410,technical,9,low,1
1411,technical,9,low,1
1412,technical,9,low,1
1413,technical,9,low,1
1414,technical,9,low,1
1415,technical,9,low,1
1416,technical,9,low,1
1417,technical,9,low,1
1418,technical,9,low,1
1419,technical,9,low,1
1420,support,8,low,1
1421,support,8,low,1
1422,support,8,low,1
1423,support,8,low,1
1424,support,8,low,1
1425,support,8,medium,2
1426,support,8,medium,2
1427,support,8,medium,2
1428,support,8,medium,2
1429,support,8,medium,2
1430,support,8,medium,2
1431,technical,9,medium,2
1432,technical,9,medium,2
1433,technical,9,medium,2
1434,management,4,medium,2
1435,IT,0,medium,2
1436,IT,0,medium,2
1437,IT,0,high,0
1438,IT,0,low,1
1439,IT,0,medium,2
1440,product_mng,6,medium,2
1441,product_mng,6,medium,2
1442,product_mng,6,medium,2
1443,product_mng,6,low,1
1444,IT,0,low,1
1445,RandD,1,low,1
1446,RandD,1,low,1
1447,RandD,1,low,1
1448,RandD,1,low,1
1449,RandD,1,low,1
1450,RandD,1,low,1
1451,marketing,5,low,1
1452,sales,7,low,1
1453,accounting,2,low,1
1454,support,8,low,1
1455,technical,9,low,1
1456,management,4,low,1
1457,marketing,5,low,1
1458,marketing,5,low,1
1459,marketing,5,low,1
1460,sales,7,low,1
1461,sales,7,low,1
1462,sales,7,low,1
1463,sales,7,low,1
1464,sales,7,medium,2
1465,sales,7,medium,2
1466,sales,7,medium,2
1467,sales,7,medium,2
1468,sales,7,medium,2
1469,sales,7,medium,2
1470,sales,7,medium,2
1471,sales,7,medium,2
1472,sales,7,medium,2
1473,sales,7,medium,2
1474,sales,7,medium,2
1475,sales,7,medium,2
1476,sales,7,high,0
1477,sales,7,low,1
1478,sales,7,medium,2
1479,accounting,2,medium,2
1480,accounting,2,medium,2
1481,accounting,2,medium,2
1482,hr,3,low,1
1483,hr,3,low,1
1484,hr,3,low,1
1485,hr,3,low,1
1486,technical,9,low,1
1487,technical,9,low,1
1488,technical,9,low,1
1489,technical,9,low,1
1490,technical,9,low,1
1491,technical,9,low,1
1492,technical,9,low,1
1493,technical,9,low,1
1494,technical,9,low,1
1495,technical,9,low,1
1496,technical,9,low,1
1497,support,8,low,1
1498,support,8,low,1
1499,support,8,low,1
1500,support,8,low,1
1501,support,8,low,1
1502,support,8,low,1
1503,support,8,medium,2
1504,support,8,medium,2
1505,support,8,medium,2
1506,support,8,medium,2
1507,support,8,medium,2
1508,technical,9,medium,2
1509,technical,9,medium,2
1510,technical,9,medium,2
1511,management,4,medium,2
1512,IT,0,medium,2
1513,IT,0,medium,2
1514,IT,0,medium,2
1515,IT,0,high,0
1516,IT,0,low,1
1517,product_mng,6,medium,2
1518,product_mng,6,medium,2
1519,product_mng,6,medium,2
1520,product_mng,6,medium,2
1521,IT,0,low,1
1522,RandD,1,low,1
1523,RandD,1,low,1
1524,RandD,1,low,1
1525,RandD,1,low,1
1526,RandD,1,low,1
1527,marketing,5,low,1
1528,sales,7,low,1
1529,accounting,2,low,1
1530,support,8,low,1
1531,technical,9,low,1
1532,management,4,low,1
1533,marketing,5,low,1
1534,marketing,5,low,1
1535,marketing,5,low,1
1536,sales,7,low,1
1537,sales,7,low,1
1538,sales,7,low,1
1539,sales,7,low,1
1540,sales,7,low,1
1541,sales,7,low,1
1542,sales,7,medium,2
1543,sales,7,medium,2
1544,sales,7,medium,2
1545,sales,7,medium,2
1546,sales,7,medium,2
1547,sales,7,medium,2
1548,sales,7,medium,2
1549,sales,7,medium,2
1550,sales,7,medium,2
1551,sales,7,medium,2
1552,sales,7,medium,2
1553,sales,7,medium,2
1554,sales,7,high,0
1555,accounting,2,low,1
1556,accounting,2,medium,2
1557,accounting,2,medium,2
1558,hr,3,medium,2
1559,hr,3,medium,2
1560,hr,3,low,1
1561,hr,3,low,1
1562,technical,9,low,1
1563,technical,9,low,1
1564,technical,9,low,1
1565,technical,9,low,1
1566,technical,9,low,1
1567,technical,9,low,1
1568,technical,9,low,1
1569,technical,9,low,1
1570,technical,9,low,1
1571,technical,9,low,1
1572,technical,9,low,1
1573,support,8,low,1
1574,support,8,low,1
1575,support,8,low,1
1576,support,8,low,1
1577,support,8,low,1
1578,support,8,low,1
1579,support,8,low,1
1580,support,8,low,1
1581,support,8,medium,2
1582,support,8,medium,2
1583,support,8,medium,2
1584,technical,9,medium,2
1585,technical,9,medium,2
1586,technical,9,medium,2
1587,management,4,medium,2
1588,IT,0,medium,2
1589,IT,0,medium,2
1590,IT,0,medium,2
1591,IT,0,medium,2
1592,IT,0,medium,2
1593,product_mng,6,high,0
1594,product_mng,6,low,1
1595,product_mng,6,medium,2
1596,product_mng,6,medium,2
1597,IT,0,medium,2
1598,RandD,1,medium,2
1599,RandD,1,low,1
1600,RandD,1,low,1
1601,RandD,1,low,1
1602,RandD,1,low,1
1603,marketing,5,low,1
1604,marketing,5,low,1
1605,sales,7,low,1
1606,accounting,2,low,1
1607,support,8,low,1
1608,technical,9,low,1
1609,management,4,low,1
1610,marketing,5,low,1
1611,marketing,5,low,1
1612,marketing,5,low,1
1613,sales,7,low,1
1614,sales,7,low,1
1615,sales,7,low,1
1616,sales,7,low,1
1617,sales,7,low,1
1618,sales,7,low,1
1619,sales,7,low,1
1620,sales,7,medium,2
1621,sales,7,medium,2
1622,sales,7,medium,2
1623,sales,7,medium,2
1624,sales,7,medium,2
1625,sales,7,medium,2
1626,sales,7,medium,2
1627,sales,7,medium,2
1628,sales,7,medium,2
1629,sales,7,medium,2
1630,sales,7,medium,2
1631,sales,7,medium,2
1632,accounting,2,high,0
1633,accounting,2,low,1
1634,accounting,2,medium,2
1635,hr,3,medium,2
1636,hr,3,medium,2
1637,hr,3,medium,2
1638,hr,3,low,1
1639,technical,9,low,1
1640,technical,9,low,1
1641,technical,9,low,1
1642,technical,9,low,1
1643,technical,9,low,1
1644,technical,9,low,1
1645,technical,9,low,1
1646,technical,9,low,1
1647,technical,9,low,1
1648,technical,9,low,1
1649,technical,9,low,1
1650,support,8,low,1
1651,support,8,low,1
1652,support,8,low,1
1653,support,8,low,1
1654,support,8,low,1
1655,support,8,low,1
1656,support,8,low,1
1657,support,8,low,1
1658,support,8,low,1
1659,support,8,medium,2
1660,support,8,medium,2
1661,technical,9,medium,2
1662,technical,9,medium,2
1663,technical,9,medium,2
1664,management,4,medium,2
1665,IT,0,medium,2
1666,IT,0,medium,2
1667,IT,0,medium,2
1668,IT,0,medium,2
1669,IT,0,medium,2
1670,product_mng,6,medium,2
1671,product_mng,6,high,0
1672,product_mng,6,low,1
1673,product_mng,6,medium,2
1674,IT,0,medium,2
1675,RandD,1,medium,2
1676,RandD,1,medium,2
1677,RandD,1,low,1
1678,RandD,1,low,1
1679,RandD,1,low,1
1680,marketing,5,low,1
1681,sales,7,low,1
1682,accounting,2,low,1
1683,support,8,low,1
1684,technical,9,low,1
1685,management,4,low,1
1686,marketing,5,low,1
1687,marketing,5,low,1
1688,marketing,5,low,1
1689,sales,7,low,1
1690,sales,7,low,1
1691,sales,7,low,1
1692,sales,7,low,1
1693,sales,7,low,1
1694,sales,7,low,1
1695,sales,7,low,1
1696,sales,7,low,1
1697,sales,7,low,1
1698,sales,7,medium,2
1699,sales,7,medium,2
1700,sales,7,medium,2
1701,sales,7,medium,2
1702,sales,7,medium,2
1703,sales,7,medium,2
1704,sales,7,medium,2
1705,sales,7,medium,2
1706,sales,7,medium,2
1707,sales,7,medium,2
1708,accounting,2,medium,2
1709,accounting,2,medium,2
1710,accounting,2,high,0
1711,hr,3,low,1
1712,hr,3,medium,2
1713,hr,3,medium,2
1714,hr,3,medium,2
1715,technical,9,medium,2
1716,technical,9,low,1
1717,technical,9,low,1
1718,technical,9,low,1
1719,technical,9,low,1
1720,technical,9,low,1
1721,technical,9,low,1
1722,technical,9,low,1
1723,technical,9,low,1
1724,technical,9,low,1
1725,technical,9,low,1
1726,support,8,low,1
1727,support,8,low,1
1728,support,8,low,1
1729,support,8,low,1
1730,support,8,low,1
1731,support,8,low,1
1732,support,8,low,1
1733,support,8,low,1
1734,support,8,low,1
1735,support,8,low,1
1736,support,8,low,1
1737,technical,9,medium,2
1738,technical,9,medium,2
1739,technical,9,medium,2
1740,management,4,medium,2
1741,IT,0,medium,2
1742,IT,0,medium,2
1743,IT,0,medium,2
1744,IT,0,medium,2
1745,IT,0,medium,2
1746,product_mng,6,medium,2
1747,product_mng,6,medium,2
1748,product_mng,6,medium,2
1749,product_mng,6,high,0
1750,IT,0,low,1
1751,RandD,1,medium,2
1752,RandD,1,medium,2
1753,RandD,1,medium,2
1754,RandD,1,medium,2
1755,RandD,1,low,1
1756,marketing,5,low,1
1757,sales,7,low,1
1758,accounting,2,low,1
1759,support,8,low,1
1760,technical,9,low,1
1761,management,4,low,1
1762,marketing,5,low,1
1763,marketing,5,low,1
1764,marketing,5,low,1
1765,sales,7,low,1
1766,sales,7,low,1
1767,sales,7,low,1
1768,sales,7,low,1
1769,sales,7,low,1
1770,sales,7,low,1
1771,sales,7,low,1
1772,sales,7,low,1
1773,sales,7,low,1
1774,sales,7,low,1
1775,sales,7,low,1
1776,sales,7,medium,2
1777,sales,7,medium,2
1778,sales,7,medium,2
1779,sales,7,medium,2
1780,sales,7,medium,2
1781,sales,7,medium,2
1782,sales,7,medium,2
1783,sales,7,medium,2
1784,accounting,2,medium,2
1785,accounting,2,medium,2
1786,accounting,2,medium,2
1787,hr,3,medium,2
1788,hr,3,high,0
1789,hr,3,low,1
1790,hr,3,medium,2
1791,technical,9,medium,2
1792,technical,9,medium,2
1793,technical,9,medium,2
1794,technical,9,low,1
1795,technical,9,low,1
1796,technical,9,low,1
1797,technical,9,low,1
1798,technical,9,low,1
1799,technical,9,low,1
1800,technical,9,low,1
1801,technical,9,low,1
1802,support,8,low,1
1803,support,8,low,1
1804,support,8,low,1
1805,support,8,low,1
1806,support,8,low,1
1807,support,8,low,1
1808,support,8,low,1
1809,support,8,low,1
1810,support,8,low,1
1811,support,8,low,1
1812,support,8,low,1
1813,technical,9,low,1
1814,technical,9,low,1
1815,technical,9,medium,2
1816,management,4,medium,2
1817,IT,0,medium,2
1818,IT,0,medium,2
1819,IT,0,medium,2
1820,IT,0,medium,2
1821,IT,0,medium,2
1822,product_mng,6,medium,2
1823,product_mng,6,medium,2
1824,product_mng,6,medium,2
1825,product_mng,6,medium,2
1826,IT,0,medium,2
1827,RandD,1,high,0
1828,RandD,1,low,1
1829,RandD,1,medium,2
1830,RandD,1,medium,2
1831,RandD,1,medium,2
1832,marketing,5,medium,2
1833,sales,7,low,1
1834,accounting,2,low,1
1835,support,8,low,1
1836,technical,9,low,1
1837,management,4,low,1
1838,marketing,5,low,1
1839,marketing,5,low,1
1840,marketing,5,low,1
1841,sales,7,low,1
1842,sales,7,low,1
1843,sales,7,low,1
1844,sales,7,low,1
1845,sales,7,low,1
1846,sales,7,low,1
1847,sales,7,low,1
1848,sales,7,low,1
1849,sales,7,low,1
1850,sales,7,low,1
1851,sales,7,low,1
1852,sales,7,low,1
1853,sales,7,low,1
1854,sales,7,medium,2
1855,sales,7,medium,2
1856,sales,7,medium,2
1857,sales,7,medium,2
1858,sales,7,medium,2
1859,sales,7,medium,2
1860,accounting,2,medium,2
1861,accounting,2,medium,2
1862,accounting,2,medium,2
1863,hr,3,medium,2
1864,hr,3,medium,2
1865,hr,3,medium,2
1866,hr,3,high,0
1867,technical,9,low,1
1868,technical,9,medium,2
1869,technical,9,medium,2
1870,technical,9,medium,2
1871,technical,9,medium,2
1872,technical,9,low,1
1873,technical,9,low,1
1874,technical,9,low,1
1875,technical,9,low,1
1876,technical,9,low,1
1877,technical,9,low,1
1878,support,8,low,1
1879,support,8,low,1
1880,support,8,low,1
1881,support,8,low,1
1882,support,8,low,1
1883,support,8,low,1
1884,support,8,low,1
1885,support,8,low,1
1886,support,8,low,1
1887,support,8,low,1
1888,support,8,low,1
1889,technical,9,low,1
1890,technical,9,low,1
1891,technical,9,low,1
1892,management,4,low,1
1893,IT,0,medium,2
1894,IT,0,medium,2
1895,IT,0,medium,2
1896,IT,0,medium,2
1897,IT,0,medium,2
1898,product_mng,6,medium,2
1899,product_mng,6,medium,2
1900,product_mng,6,medium,2
1901,product_mng,6,medium,2
1902,IT,0,medium,2
1903,RandD,1,medium,2
1904,RandD,1,medium,2
1905,RandD,1,high,0
1906,RandD,1,low,1
1907,RandD,1,medium,2
1908,marketing,5,medium,2
1909,sales,7,medium,2
1910,accounting,2,medium,2
1911,support,8,low,1
1912,technical,9,low,1
1913,management,4,low,1
1914,marketing,5,low,1
1915,marketing,5,low,1
1916,marketing,5,low,1
1917,sales,7,low,1
1918,sales,7,low,1
1919,sales,7,low,1
1920,sales,7,low,1
1921,sales,7,low,1
1922,sales,7,low,1
1923,sales,7,low,1
1924,sales,7,low,1
1925,sales,7,low,1
1926,sales,7,low,1
1927,sales,7,low,1
1928,sales,7,low,1
1929,sales,7,low,1
1930,sales,7,low,1
1931,sales,7,low,1
1932,sales,7,medium,2
1933,sales,7,medium,2
1934,sales,7,medium,2
1935,sales,7,medium,2
1936,accounting,2,medium,2
1937,accounting,2,medium,2
1938,accounting,2,medium,2
1939,hr,3,medium,2
1940,hr,3,medium,2
1941,hr,3,medium,2
1942,hr,3,medium,2
1943,technical,9,medium,2
1944,technical,9,high,0
1945,technical,9,low,1
1946,technical,9,medium,2
1947,technical,9,medium,2
1948,technical,9,medium,2
1949,technical,9,medium,2
1950,technical,9,low,1
1951,technical,9,low,1
1952,technical,9,low,1
1953,technical,9,low,1
1954,support,8,low,1
1955,support,8,low,1
1956,support,8,low,1
1957,support,8,low,1
1958,support,8,low,1
1959,support,8,low,1
1960,support,8,low,1
1961,support,8,low,1
1962,support,8,low,1
1963,support,8,low,1
1964,support,8,low,1
1965,technical,9,low,1
1966,technical,9,low,1
1967,technical,9,low,1
1968,management,4,low,1
1969,IT,0,low,1
1970,IT,0,low,1
1971,IT,0,medium,2
1972,IT,0,medium,2
1973,IT,0,medium,2
1974,product_mng,6,medium,2
1975,product_mng,6,medium,2
1976,product_mng,6,medium,2
1977,product_mng,6,medium,2
1978,IT,0,medium,2
1979,RandD,1,medium,2
1980,RandD,1,medium,2
1981,RandD,1,medium,2
1982,RandD,1,medium,2
1983,RandD,1,high,0
1984,marketing,5,low,1
1985,sales,7,medium,2
1986,accounting,2,medium,2
1987,support,8,medium,2
1988,technical,9,medium,2
1989,management,4,low,1
1990,marketing,5,low,1
1991,marketing,5,low,1
1992,marketing,5,low,1
1993,sales,7,low,1
1994,sales,7,low,1
1995,sales,7,low,1
1996,sales,7,low,1
1997,sales,7,low,1
1998,sales,7,low,1
1999,sales,7,low,1
2000,sales,7,low,1
2001,sales,7,low,1
2002,sales,7,low,1
2003,sales,7,low,1
2004,sales,7,low,1
2005,sales,7,low,1
2006,sales,7,low,1
2007,sales,7,low,1
2008,sales,7,low,1
2009,sales,7,low,1
2010,sales,7,medium,2
2011,sales,7,medium,2
2012,accounting,2,medium,2
2013,accounting,2,medium,2
2014,accounting,2,medium,2
2015,hr,3,medium,2
2016,hr,3,medium,2
2017,hr,3,medium,2
2018,hr,3,medium,2
2019,technical,9,medium,2
2020,technical,9,medium,2
2021,technical,9,medium,2
2022,technical,9,high,0
2023,technical,9,low,1
2024,technical,9,medium,2
2025,technical,9,medium,2
2026,technical,9,medium,2
2027,technical,9,medium,2
2028,technical,9,low,1
2029,technical,9,low,1
2030,support,8,low,1
2031,support,8,low,1
2032,support,8,low,1
2033,support,8,low,1
2034,support,8,low,1
2035,support,8,low,1
2036,support,8,low,1
2037,support,8,low,1
2038,support,8,low,1
2039,support,8,low,1
2040,support,8,low,1
2041,technical,9,low,1
2042,technical,9,low,1
2043,technical,9,low,1
2044,management,4,low,1
2045,IT,0,low,1
2046,IT,0,low,1
2047,IT,0,low,1
2048,IT,0,low,1
2049,IT,0,medium,2
2050,product_mng,6,medium,2
2051,product_mng,6,medium,2
2052,product_mng,6,medium,2
2053,product_mng,6,medium,2
2054,IT,0,medium,2
2055,RandD,1,medium,2
2056,RandD,1,medium,2
2057,RandD,1,medium,2
2058,RandD,1,medium,2
2059,RandD,1,medium,2
2060,marketing,5,medium,2
2061,sales,7,high,0
2062,accounting,2,low,1
2063,support,8,medium,2
2064,technical,9,medium,2
2065,management,4,medium,2
2066,marketing,5,medium,2
2067,marketing,5,low,1
2068,marketing,5,low,1
2069,sales,7,low,1
2070,sales,7,low,1
2071,sales,7,low,1
2072,sales,7,low,1
2073,sales,7,low,1
2074,sales,7,low,1
2075,sales,7,low,1
2076,sales,7,low,1
2077,sales,7,low,1
2078,sales,7,low,1
2079,sales,7,low,1
2080,sales,7,low,1
2081,sales,7,low,1
2082,sales,7,low,1
2083,sales,7,low,1
2084,sales,7,low,1
2085,sales,7,low,1
2086,sales,7,low,1
2087,sales,7,low,1
2088,accounting,2,medium,2
2089,accounting,2,medium,2
2090,accounting,2,medium,2
2091,hr,3,medium,2
2092,hr,3,medium,2
2093,hr,3,medium,2
2094,hr,3,medium,2
2095,technical,9,medium,2
2096,technical,9,medium,2
2097,technical,9,medium,2
2098,technical,9,medium,2
2099,technical,9,medium,2
2100,technical,9,high,0
2101,technical,9,low,1
2102,technical,9,medium,2
2103,technical,9,medium,2
2104,technical,9,medium,2
2105,technical,9,medium,2
2106,support,8,low,1
2107,support,8,low,1
2108,support,8,low,1
2109,support,8,low,1
2110,support,8,low,1
